O*NET-SOC Code,Title,Element Name,Skill_Importance,Skill_Level,Skill_Type,Hot_Technology,In_Demand,Workplace_Example
11-9051.00,Food Service Managers,Science,1.62,0.62,Essential,,,
11-9051.00,Food Service Managers,Speaking,3.88,4.0,Essential,,,
11-9051.00,Food Service Managers,Writing,3.0,3.12,Essential,,,
11-9071.00,Gambling Managers,Active Learning,3.5,3.62,Essential,,,
11-9071.00,Gambling Managers,Active Listening,3.75,3.75,Essential,,,
11-9071.00,Gambling Managers,Critical Thinking,4.0,4.0,Essential,,,
11-9071.00,Gambling Managers,Learning Strategies,3.25,3.38,Essential,,,
11-9071.00,Gambling Managers,Mathematics,3.12,3.12,Essential,,,
11-9071.00,Gambling Managers,Monitoring,3.88,4.0,Essential,,,
11-9071.00,Gambling Managers,Reading Comprehension,3.5,3.88,Essential,,,
11-9071.00,Gambling Managers,Science,1.62,0.62,Essential,,,
11-9071.00,Gambling Managers,Speaking,3.88,3.88,Essential,,,
11-9071.00,Gambling Managers,Writing,3.62,3.88,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Active Learning,3.25,3.75,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Active Listening,3.88,4.0,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Critical Thinking,3.75,3.88,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Learning Strategies,3.12,3.62,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Mathematics,2.5,2.25,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Monitoring,3.75,3.75,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Reading Comprehension,3.88,3.88,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Science,1.0,0.0,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Speaking,3.88,4.0,Essential,,,
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Writing,3.5,3.88,Essential,,,
11-9081.00,Lodging Managers,Active Learning,3.75,3.88,Essential,,,
11-9081.00,Lodging Managers,Active Listening,4.12,4.0,Essential,,,
11-9081.00,Lodging Managers,Critical Thinking,3.75,3.88,Essential,,,
11-9081.00,Lodging Managers,Learning Strategies,3.38,3.62,Essential,,,
11-9081.00,Lodging Managers,Mathematics,2.62,2.88,Essential,,,
11-9081.00,Lodging Managers,Monitoring,3.75,3.75,Essential,,,
11-9081.00,Lodging Managers,Reading Comprehension,3.88,3.88,Essential,,,
11-9081.00,Lodging Managers,Science,1.0,0.0,Essential,,,
11-9081.00,Lodging Managers,Speaking,4.0,4.0,Essential,,,
11-9081.00,Lodging Managers,Writing,3.88,4.0,Essential,,,
11-9111.00,Medical and Health Services Managers,Active Learning,3.88,3.88,Essential,,,
11-9111.00,Medical and Health Services Managers,Active Listening,4.0,4.12,Essential,,,
11-9111.00,Medical and Health Services Managers,Critical Thinking,4.12,4.12,Essential,,,
11-9111.00,Medical and Health Services Managers,Learning Strategies,3.25,3.88,Essential,,,
11-9111.00,Medical and Health Services Managers,Mathematics,2.75,3.0,Essential,,,
11-9111.00,Medical and Health Services Managers,Monitoring,4.0,4.12,Essential,,,
11-9111.00,Medical and Health Services Managers,Reading Comprehension,4.0,4.12,Essential,,,
11-9111.00,Medical and Health Services Managers,Science,2.5,2.5,Essential,,,
11-9111.00,Medical and Health Services Managers,Speaking,4.12,4.0,Essential,,,
11-9111.00,Medical and Health Services Managers,Writing,4.0,4.0,Essential,,,
11-9121.00,Natural Sciences Managers,Active Learning,3.5,4.75,Essential,,,
11-9121.00,Natural Sciences Managers,Active Listening,4.0,4.75,Essential,,,
11-9121.00,Natural Sciences Managers,Critical Thinking,4.0,4.38,Essential,,,
11-9121.00,Natural Sciences Managers,Learning Strategies,3.5,3.88,Essential,,,
11-9121.00,Natural Sciences Managers,Mathematics,3.12,4.0,Essential,,,
11-9121.00,Natural Sciences Managers,Monitoring,4.0,4.12,Essential,,,
11-9121.00,Natural Sciences Managers,Reading Comprehension,4.0,5.0,Essential,,,
11-9121.00,Natural Sciences Managers,Science,4.12,4.88,Essential,,,
11-9121.00,Natural Sciences Managers,Speaking,3.88,4.25,Essential,,,
11-9121.00,Natural Sciences Managers,Writing,3.88,5.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Active Learning,3.38,4.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Active Listening,4.0,4.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Critical Thinking,3.75,4.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Learning Strategies,3.12,3.38,Essential,,,
11-9121.01,Clinical Research Coordinators,Mathematics,2.88,3.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Monitoring,3.62,3.75,Essential,,,
11-9121.01,Clinical Research Coordinators,Reading Comprehension,4.0,4.25,Essential,,,
11-9121.01,Clinical Research Coordinators,Science,3.0,3.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Speaking,3.88,4.0,Essential,,,
11-9121.01,Clinical Research Coordinators,Writing,4.0,4.0,Essential,,,
11-9121.02,Water Resource Specialists,Active Learning,3.25,3.75,Essential,,,
11-9121.02,Water Resource Specialists,Active Listening,4.0,4.0,Essential,,,
11-9121.02,Water Resource Specialists,Critical Thinking,4.0,4.0,Essential,,,
11-9121.02,Water Resource Specialists,Learning Strategies,3.12,3.25,Essential,,,
11-9121.02,Water Resource Specialists,Mathematics,3.25,3.75,Essential,,,
11-9121.02,Water Resource Specialists,Monitoring,3.25,3.75,Essential,,,
11-9121.02,Water Resource Specialists,Reading Comprehension,4.0,4.12,Essential,,,
11-9121.02,Water Resource Specialists,Science,3.0,3.25,Essential,,,
11-9121.02,Water Resource Specialists,Speaking,4.0,4.0,Essential,,,
11-9121.02,Water Resource Specialists,Writing,4.0,4.0,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Active Learning,3.25,3.12,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Active Listening,4.0,3.38,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Critical Thinking,3.75,3.88,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Learning Strategies,3.38,3.25,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Mathematics,2.75,2.5,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Monitoring,3.75,3.62,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Reading Comprehension,4.0,3.88,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Science,1.5,0.5,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Speaking,4.0,4.0,Essential,,,
11-9131.00,Postmasters and Mail Superintendents,Writing,3.25,3.75,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Active Learning,3.12,3.38,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Active Listening,3.88,4.0,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Critical Thinking,3.88,4.0,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Learning Strategies,2.75,3.0,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Mathematics,3.0,3.0,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Monitoring,3.38,3.38,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Reading Comprehension,4.0,4.0,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Science,1.12,0.12,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Speaking,4.0,4.0,Essential,,,
11-9141.00,"Property, Real Estate, and Community Association Managers",Writing,3.75,4.0,Essential,,,
11-9151.00,Social and Community Service Managers,Active Learning,3.88,3.88,Essential,,,
11-9151.00,Social and Community Service Managers,Active Listening,3.88,4.25,Essential,,,
11-9151.00,Social and Community Service Managers,Critical Thinking,3.88,4.12,Essential,,,
11-9151.00,Social and Community Service Managers,Learning Strategies,3.62,3.75,Essential,,,
11-9151.00,Social and Community Service Managers,Mathematics,2.62,3.12,Essential,,,
11-9151.00,Social and Community Service Managers,Monitoring,3.88,4.0,Essential,,,
11-9151.00,Social and Community Service Managers,Reading Comprehension,3.75,4.12,Essential,,,
11-9151.00,Social and Community Service Managers,Science,2.25,2.0,Essential,,,
11-9151.00,Social and Community Service Managers,Speaking,3.75,4.12,Essential,,,
11-9151.00,Social and Community Service Managers,Writing,3.75,4.0,Essential,,,
11-9161.00,Emergency Management Directors,Active Learning,3.75,4.25,Essential,,,
11-9161.00,Emergency Management Directors,Active Listening,4.0,4.12,Essential,,,
11-9161.00,Emergency Management Directors,Critical Thinking,4.0,4.38,Essential,,,
11-9161.00,Emergency Management Directors,Learning Strategies,3.88,4.0,Essential,,,
11-9161.00,Emergency Management Directors,Mathematics,3.0,3.0,Essential,,,
11-9161.00,Emergency Management Directors,Monitoring,4.0,4.62,Essential,,,
11-9161.00,Emergency Management Directors,Reading Comprehension,4.0,4.12,Essential,,,
11-9161.00,Emergency Management Directors,Science,1.88,1.5,Essential,,,
11-9161.00,Emergency Management Directors,Speaking,4.12,4.25,Essential,,,
11-9161.00,Emergency Management Directors,Writing,4.0,4.25,Essential,,,
11-9171.00,Funeral Home Managers,Active Learning,2.88,3.0,Essential,,,
11-9171.00,Funeral Home Managers,Active Listening,3.88,3.88,Essential,,,
11-9171.00,Funeral Home Managers,Critical Thinking,3.5,3.62,Essential,,,
11-9171.00,Funeral Home Managers,Learning Strategies,2.88,3.0,Essential,,,
11-9171.00,Funeral Home Managers,Mathematics,2.62,2.62,Essential,,,
11-9171.00,Funeral Home Managers,Monitoring,3.38,3.38,Essential,,,
11-9171.00,Funeral Home Managers,Reading Comprehension,3.62,3.88,Essential,,,
11-9171.00,Funeral Home Managers,Science,1.5,0.5,Essential,,,
11-9171.00,Funeral Home Managers,Speaking,3.5,3.75,Essential,,,
11-9171.00,Funeral Home Managers,Writing,3.12,3.62,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Active Learning,3.38,3.5,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Active Listening,3.75,3.62,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Critical Thinking,3.62,3.75,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Learning Strategies,3.38,3.75,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Mathematics,2.12,2.38,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Monitoring,3.38,3.75,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Reading Comprehension,3.62,3.88,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Science,1.75,1.25,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Speaking,3.88,4.0,Essential,,,
11-9179.01,Fitness and Wellness Coordinators,Writing,3.5,3.62,Essential,,,
11-9179.02,Spa Managers,Active Learning,3.62,3.88,Essential,,,
11-9179.02,Spa Managers,Active Listening,3.88,3.75,Essential,,,
11-9179.02,Spa Managers,Critical Thinking,3.88,4.0,Essential,,,
11-9179.02,Spa Managers,Learning Strategies,3.38,3.5,Essential,,,
11-9179.02,Spa Managers,Mathematics,3.0,3.0,Essential,,,
11-9179.02,Spa Managers,Monitoring,4.0,4.12,Essential,,,
11-9179.02,Spa Managers,Reading Comprehension,3.38,3.88,Essential,,,
11-9179.02,Spa Managers,Science,1.0,0.0,Essential,,,
11-9179.02,Spa Managers,Speaking,4.0,4.0,Essential,,,
11-9179.02,Spa Managers,Writing,3.0,3.5,Essential,,,
11-9199.01,Regulatory Affairs Managers,Active Learning,3.5,3.75,Essential,,,
11-9199.01,Regulatory Affairs Managers,Active Listening,4.0,4.0,Essential,,,
11-9199.01,Regulatory Affairs Managers,Critical Thinking,3.88,4.0,Essential,,,
11-9199.01,Regulatory Affairs Managers,Learning Strategies,3.0,3.5,Essential,,,
11-9199.01,Regulatory Affairs Managers,Mathematics,2.38,2.62,Essential,,,
11-9199.01,Regulatory Affairs Managers,Monitoring,3.62,4.12,Essential,,,
11-9199.01,Regulatory Affairs Managers,Reading Comprehension,4.12,4.12,Essential,,,
11-9199.01,Regulatory Affairs Managers,Science,2.38,1.88,Essential,,,
11-9199.01,Regulatory Affairs Managers,Speaking,4.0,4.12,Essential,,,
11-9199.01,Regulatory Affairs Managers,Writing,4.25,4.12,Essential,,,
11-9199.02,Compliance Managers,Active Learning,3.75,3.88,Essential,,,
11-9199.02,Compliance Managers,Active Listening,3.88,4.12,Essential,,,
11-9199.02,Compliance Managers,Critical Thinking,4.0,4.25,Essential,,,
11-9199.02,Compliance Managers,Learning Strategies,3.25,3.5,Essential,,,
11-9199.02,Compliance Managers,Mathematics,2.12,2.25,Essential,,,
11-9199.02,Compliance Managers,Monitoring,3.75,4.62,Essential,,,
11-9199.02,Compliance Managers,Reading Comprehension,4.0,4.12,Essential,,,
11-9199.02,Compliance Managers,Science,1.38,0.5,Essential,,,
11-9199.02,Compliance Managers,Speaking,3.88,4.12,Essential,,,
11-9199.02,Compliance Managers,Writing,3.88,4.12,Essential,,,
11-9199.08,Loss Prevention Managers,Active Learning,3.75,3.75,Essential,,,
11-9199.08,Loss Prevention Managers,Active Listening,4.0,4.0,Essential,,,
11-9199.08,Loss Prevention Managers,Critical Thinking,3.88,4.0,Essential,,,
11-9199.08,Loss Prevention Managers,Learning Strategies,3.25,3.25,Essential,,,
11-9199.08,Loss Prevention Managers,Mathematics,2.75,2.75,Essential,,,
11-9199.08,Loss Prevention Managers,Monitoring,3.88,4.0,Essential,,,
11-9199.08,Loss Prevention Managers,Reading Comprehension,4.0,4.0,Essential,,,
11-9199.08,Loss Prevention Managers,Science,1.0,0.0,Essential,,,
11-9199.08,Loss Prevention Managers,Speaking,4.0,4.0,Essential,,,
11-9199.08,Loss Prevention Managers,Writing,3.75,3.88,Essential,,,
11-9199.09,Wind Energy Operations Managers,Active Learning,3.0,3.62,Essential,,,
11-9199.09,Wind Energy Operations Managers,Active Listening,4.0,4.0,Essential,,,
11-9199.09,Wind Energy Operations Managers,Critical Thinking,3.88,4.0,Essential,,,
11-9199.09,Wind Energy Operations Managers,Learning Strategies,3.0,3.12,Essential,,,
11-9199.09,Wind Energy Operations Managers,Mathematics,3.0,3.25,Essential,,,
11-9199.09,Wind Energy Operations Managers,Monitoring,3.88,4.12,Essential,,,
11-9199.09,Wind Energy Operations Managers,Reading Comprehension,3.88,4.0,Essential,,,
11-9199.09,Wind Energy Operations Managers,Science,2.0,1.12,Essential,,,
11-9199.09,Wind Energy Operations Managers,Speaking,3.88,4.0,Essential,,,
11-9199.09,Wind Energy Operations Managers,Writing,3.75,4.0,Essential,,,
11-9199.10,Wind Energy Development Managers,Active Learning,3.38,4.0,Essential,,,
11-9199.10,Wind Energy Development Managers,Active Listening,3.75,3.75,Essential,,,
11-9199.10,Wind Energy Development Managers,Critical Thinking,4.0,4.25,Essential,,,
11-9199.10,Wind Energy Development Managers,Learning Strategies,2.75,2.88,Essential,,,
11-9199.10,Wind Energy Development Managers,Mathematics,3.0,3.5,Essential,,,
11-9199.10,Wind Energy Development Managers,Monitoring,3.5,3.88,Essential,,,
11-9199.10,Wind Energy Development Managers,Reading Comprehension,3.88,4.25,Essential,,,
11-9199.10,Wind Energy Development Managers,Science,1.75,1.12,Essential,,,
11-9199.10,Wind Energy Development Managers,Speaking,3.88,3.75,Essential,,,
11-9199.10,Wind Energy Development Managers,Writing,3.88,3.88,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Active Learning,3.25,3.88,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Active Listening,3.88,4.0,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Critical Thinking,4.0,4.25,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Learning Strategies,3.0,3.0,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Mathematics,3.62,3.88,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Monitoring,4.0,4.12,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Reading Comprehension,4.0,4.5,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Science,3.0,3.25,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Speaking,4.0,4.12,Essential,,,
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Writing,3.88,4.12,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Active Learning,3.5,3.5,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Active Listening,4.0,4.0,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Critical Thinking,3.75,3.75,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Learning Strategies,2.62,2.75,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Mathematics,2.12,2.0,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Monitoring,2.88,3.0,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Reading Comprehension,4.0,4.0,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Science,1.62,0.62,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Speaking,4.0,4.0,Essential,,,
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Writing,3.62,3.88,Essential,,,
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Active Learning,3.0,3.25,Essential,,,
